"ConsensusUser","True_Species","Aggreement","Season","ModeCrowdNAnimals.x","ModeCrowdNAnimals_Low","ModeCrowdNAnimals_High","TRUE_COUNT","Agreement_Total_Count","Agreement_Total_Count.Low","Agreement_Total_Count.HIGH"
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","2",2,2,"2",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"TURKEY","TURKEY",1,"SSWI1","1",1,1,"1",1,1,1
"TURKEY","TURKEY",1,"SSWI1","6",6,6,"6",1,1,1
"TURKEY","TURKEY",1,"SSWI1","5",5,5,"5",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"SQUIRREL","SQUIRREL",1,"SSWI1","1",1,1,"1",1,1,1
"MINK","FISHER",0,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"SQUIRREL","SQUIRREL",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"SQUIRREL","SQUIRREL",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"SQUIRREL","SQUIRREL",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"FOXGRAY","FOXGRAY",1,"SSWI1","2",2,2,"2",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","3",3,3,"3",1,1,1
"DEER","DEER",1,"SSWI1","3",3,3,"3",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"SQUIRREL","SQUIRREL",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"SQUIRREL","SQUIRREL",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","2",2,2,"2",1,1,1
"DEER","DEER",1,"SSWI1","2",2,2,"2",1,1,1
"DEER","DEER",1,"SSWI1","2",2,2,"2",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","ELK",0,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"SQUIRREL","SQUIRREL",1,"SSWI1","1",1,1,"1",1,1,1
"SQUIRREL","SQUIRREL",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","2",2,2,"2",1,1,1
"ELK","ELK",1,"SSWI1","3",3,3,"3",1,1,1
"ELK","ELK",1,"SSWI1","3",3,3,"3",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"NOTHINGHERE","ELK",0,"SSWI1","0",0,0,"1",0,0,0
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","2",2,2,"2",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","DEER",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","2",2,2,"2",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","2",2,2,"2",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","2",2,2,"2",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","2",2,2,"2",1,1,1
"ELK","ELK",1,"SSWI1","3",3,3,"3",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","2",2,2,"2",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"DEER","ELK",0,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","2",2,2,"2",1,1,1
"ELK","ELK",1,"SSWI1","2",2,2,"2",1,1,1
"DEER","ELK",0,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","2",2,2,"2",1,1,1
"ELK","ELK",1,"SSWI1","2",2,2,"2",1,1,1
"ELK","ELK",1,"SSWI1","2",2,2,"2",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","2",2,2,"2",1,1,1
"ELK","ELK",1,"SSWI1","2",2,2,"2",1,1,1
"ELK","ELK",1,"SSWI1","2",2,2,"2",1,1,1
"ELK","ELK",1,"SSWI1","2",2,2,"2",1,1,1
"ELK","ELK",1,"SSWI1","2",2,2,"2",1,1,1
"ELK","ELK",1,"SSWI1","2",2,2,"2",1,1,1
"ELK","ELK",1,"SSWI1","2",2,2,"2",1,1,1
"ELK","ELK",1,"SSWI1","2",2,2,"2",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","2",2,2,"2",1,1,1
"ELK","ELK",1,"SSWI1","3",3,3,"3",1,1,1
"ELK","ELK",1,"SSWI1","2",2,2,"2",1,1,1
"ELK","ELK",1,"SSWI1","2",2,2,"2",1,1,1
"ELK","ELK",1,"SSWI1","2",2,2,"2",1,1,1
"ELK","ELK",1,"SSWI1","2",2,2,"2",1,1,1
"ELK","ELK",1,"SSWI1","2",2,2,"2",1,1,1
"ELK","ELK",1,"SSWI1","2",2,2,"2",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
"ELK","ELK",1,"SSWI1","1",1,1,"1",1,1,1
